1,2,3,4,5,6,Match,rScore,bScore,iElo1,iElo2,iElo3,iElo4,iElo5,iElo6,rElo,bElo,rOdds,bOdds,fElo1,fElo2,fElo3,fElo4,fElo5,fElo6,status1,status2,status3,status4,status5,status6
Anthony3175,Pingu2169,waxton,TayLew9,Dak346,Calvin5468,2302,171,146,1220.9968089133404,948.2467287167336,1436.1558092547398,1352.8358641270067,1191.8797985917834,937.8934157685004,1201.799782294938,1160.8696928290967,0.5910105688851247,0.4089894311148753,1228.8467360460463,958.5934095118268,1443.981260263453,1345.008530230612,1184.0542509725642,930.0596523979016,Anthony3175_W,Pingu2169_W,waxton_W,TayLew9_L,Dak346_L,Calvin5468_L
Demi5414,waxton,Calvin5468,Anthony3175,Rob533,Dak346,2301,134,136,963.7435665022604,1439.6093388297843,941.3507825986284,1217.5319803678583,1395.9935577990364,1188.4262244182046,1114.9012293102244,1267.3172541950332,0.2024741823413119,0.797525817658688,960.1431588079944,1436.1558092547398,937.8934157685004,1220.9968089133404,1399.4470873757898,1191.8797985917834,Demi5414_L,waxton_L,Calvin5468_L,Anthony3175_W,Rob533_W,Dak346_W
Demi5414,waxton,Calvin5468,Anthony3175,Rob533,Dak346,2300,161,192,968.0834485348082,1443.7643744199506,945.5106473829212,1213.3627249980611,1391.8385222067193,1184.271132700683,1119.1194901125602,1263.157459968488,0.214915633974121,0.7850843660258789,963.7435665022604,1439.6093388297843,941.3507825986284,1217.5319803678583,1395.9935577990364,1188.4262244182046,Demi5414_L,waxton_L,Calvin5468_L,Anthony3175_W,Rob533_W,Dak346_W
Anthony3175,Rob533,waxton,Demi5414,Dak346,Calvin5468,2299,214,189,1212.294965242742,1390.7745711982466,1442.700423412054,969.1969103951412,1185.335098742211,946.5758918834852,1348.5899866176808,1033.7026336736124,0.9443936564206644,0.0556063435793356,1213.3627249980611,1391.8385222067193,1443.7643744199506,968.0834485348082,1184.271132700683,945.5106473829212,Anthony3175_W,Rob533_W,waxton_W,Demi5414_L,Dak346_L,Calvin5468_L
Anthony3175,Rob533,waxton,Demi5414,Dak346,Calvin5468,2298,190,163,1211.2028852576216,1389.686565336136,1441.6124175505597,970.3378768001628,1186.423120684811,947.6652813623348,1347.5006227147726,1034.8087596157695,0.9433474959205014,0.0566525040794986,1212.294965242742,1390.7745711982466,1442.700423412054,969.1969103951412,1185.335098742211,946.5758918834852,Anthony3175_W,Rob533_W,waxton_W,Demi5414_L,Dak346_L,Calvin5468_L
Demi5414,James4907,Dak346,Rob533,waxton,Calvin5468,2297,169,204,972.0679178653066,819.818889847075,1188.0693664445864,1388.0403450269837,1439.9661972423828,946.0168712002336,993.3187247189892,1258.0078044898669,0.0846533017189245,0.9153466982810754,970.3378768001628,817.64228481458,1186.423120684811,1389.686565336136,1441.6124175505597,947.6652813623348,Demi5414_L,James4907_L,Dak346_L,Rob533_W,waxton_W,Calvin5468_W
James4907,waxton,Anshil,Logan4476,TayLew9,Rob533,2296,139,159,820.5228673971609,1440.4927276730266,859.1759379502214,1565.7258492035985,1352.309201176512,1387.5138145960136,1040.0638443401365,1435.1829549920412,0.0278172307742692,0.9721827692257308,819.818889847075,1439.9661972423828,858.5917961332012,1566.2523796342423,1352.8358641270067,1388.0403450269837,James4907_L,waxton_L,Anshil_L,Logan4476_W,TayLew9_W,Rob533_W
James4907,waxton,Anshil,Logan4476,TayLew9,Rob533,2295,115,212,821.2991061032615,1441.0666465628765,859.8155435930726,1565.1519303137486,1351.7351311915531,1386.939895705792,1040.72709875307,1434.6089857370314,0.0281197613551759,0.971880238644824,820.5228673971609,1440.4927276730266,859.1759379502214,1565.7258492035985,1352.309201176512,1387.5138145960136,James4907_L,waxton_L,Anshil_L,Logan4476_W,TayLew9_W,Rob533_W
Logan4476,James4907,Rob533,TayLew9,Dak346,waxton,2294,174,186,1572.1764497557874,830.9139069426981,1393.9644151525922,1344.708677293179,1181.044733400504,1434.042127120839,1265.6849239503592,1319.931845938174,0.3803831011446144,0.6196168988553856,1565.1519303137486,821.2991061032615,1386.939895705792,1351.7351311915531,1188.0693664445864,1441.0666465628765,Logan4476_L,James4907_L,Rob533_L,TayLew9_W,Dak346_W,waxton_W
Logan4476,James4907,Rob533,TayLew9,Dak346,waxton,2293,161,202,1580.366518470258,842.2630532878916,1402.1544838728698,1336.5162493378398,1172.8545261382774,1425.8520584063704,1274.928018543673,1311.7409446274958,0.4179698693027209,0.582030130697279,1572.1764497557874,830.9139069426981,1393.9644151525922,1344.708677293179,1181.044733400504,1434.042127120839,Logan4476_L,James4907_L,Rob533_L,TayLew9_W,Dak346_W,waxton_W
Logan4476,James4907,Rob533,TayLew9,Dak346,waxton,2292,193,192,1569.8644546170492,827.5236833916449,1391.652420011872,1347.0214776671266,1183.3567758271358,1436.3541222595766,1263.0135193401886,1322.2441252512797,0.3698761688076277,0.6301238311923723,1580.366518470258,842.2630532878916,1402.1544838728698,1336.5162493378398,1172.8545261382774,1425.8520584063704,Logan4476_W,James4907_W,Rob533_W,TayLew9_L,Dak346_L,waxton_L
Logan4476,waxton,Colin,James4907,Rob533,Dak346,2291,176,165,1568.253773774764,1434.743441417292,1186.690415819223,829.8141422198092,1393.2631008554067,1184.967486482463,1396.5625436704263,1136.0149098525596,0.912415278311004,0.0875847216889961,1569.8644546170492,1436.3541222595766,1194.4662790025266,827.5236833916449,1391.652420011872,1183.3567758271358,Logan4476_W,waxton_W,Colin_W,James4907_L,Rob533_L,Dak346_L
Logan4476,waxton,Colin,James4907,Rob533,Dak346,2290,176,167,1566.580509784194,1433.0701774267222,1178.3176374635125,832.2261000769346,1394.9363648473347,1186.640782869951,1392.6561082248097,1137.9344159314069,0.9081362055731228,0.0918637944268773,1568.253773774764,1434.743441417292,1186.690415819223,829.8141422198092,1393.2631008554067,1184.967486482463,Logan4476_W,waxton_W,Colin_W,James4907_L,Rob533_L,Dak346_L
Dak346,Colin,Miraj|2869,mynamesjeff,James4907,waxton,2289,127,140,1191.2965267945856,1202.4718036984666,896.0332398984581,1400.374921489786,825.4205282480426,1428.414527791287,1096.600523463837,1218.0699925097051,0.2511376746449824,0.7488623253550176,1186.640782869951,1178.3176374635125,883.0848990220456,1405.0305711257924,832.2261000769346,1433.0701774267222,Dak346_L,Colin_L,Miraj|2869_L,mynamesjeff_W,James4907_W,waxton_W
Dak346,Colin,Miraj|2869,mynamesjeff,James4907,waxton,2288,170,174,1196.3730319302365,1229.7874103524146,910.5679413192156,1395.2985238958806,817.8920174963096,1423.3381301980328,1112.2427945339557,1212.1762238634076,0.2892871814872854,0.7107128185127146,1191.2965267945856,1202.4718036984666,896.0332398984581,1400.374921489786,825.4205282480426,1428.414527791287,Dak346_L,Colin_L,Miraj|2869_L,mynamesjeff_W,James4907_W,waxton_W
Logan4476,waxton,Miraj|2869,mynamesjeff,Rob533,Cone,2287,191,188,1560.3832248427034,1417.1408452565438,892.2924757255554,1401.4958088382011,1401.133649794086,871.7083200538684,1289.9388486082676,1224.779259562052,0.642464330298717,0.357535669701283,1566.580509784194,1423.3381301980328,910.5679413192156,1395.2985238958806,1394.9363648473347,864.1792851554972,Logan4476_W,waxton_W,Miraj|2869_W,mynamesjeff_L,Rob533_L,Cone_L
Logan4476,waxton,Miraj|2869,mynamesjeff,Rob533,Cone,2286,193,186,1553.1940126515667,1409.9516330654094,870.4469825198322,1408.6850210303448,1408.3228619916065,880.5135456307379,1277.8642094122697,1232.5071428842296,0.6005993227147491,0.3994006772852508,1560.3832248427034,1417.1408452565438,892.2924757255554,1401.4958088382011,1401.133649794086,871.7083200538684,Logan4476_W,waxton_W,Miraj|2869_W,mynamesjeff_L,Rob533_L,Cone_L
Logan4476,waxton,Miraj|2869,mynamesjeff,Rob533,Cone,2285,138,150,1565.613089164808,1422.370709578647,909.3494876389096,1396.2659445152838,1395.9037854668302,865.174384882994,1299.1110954607882,1219.114704955036,0.6725024930797908,0.3274975069202092,1553.1940126515667,1409.9516330654094,870.4469825198322,1408.6850210303448,1408.3228619916065,880.5135456307379,Logan4476_L,waxton_L,Miraj|2869_L,mynamesjeff_W,Rob533_W,Cone_W
Logan4476,James4907,waxton,Cone,TayLew9,Rob533,2284,176,189,1578.625048999722,837.4785876562873,1435.3826694135566,848.9621211837392,1334.0054166194377,1382.8918256192746,1283.8287686898557,1188.6197878074838,0.7018984656063912,0.2981015343936087,1565.613089164808,817.8920174963096,1422.370709578647,865.174384882994,1347.0214776671266,1395.9037854668302,Logan4476_L,James4907_L,waxton_L,Cone_W,TayLew9_W,Rob533_W
Logan4476,James4907,waxton,Cone,TayLew9,Rob533,2283,172,172,1582.0878887876315,842.7716425158073,1438.845509201465,844.6083929512446,1330.54143515148,1379.4289858278462,1287.9016801683013,1184.8596046435237,0.7164274867442608,0.2835725132557392,1578.625048999722,837.4785876562873,1435.3826694135566,848.9621211837392,1334.0054166194377,1382.8918256192746,Logan4476_W,James4907_W,waxton_W,Cone_L,TayLew9_L,Rob533_L
Logan4476,James4907,waxton,Cone,TayLew9,Rob533,2282,192,183,1576.4886256546088,834.0767922635162,1433.2462460684442,851.7144859845021,1336.1426292980248,1385.0282489668211,1281.2705546621896,1190.961788083116,0.692595095398749,0.307404904601251,1582.0878887876315,842.7716425158073,1438.845509201465,844.6083929512446,1330.54143515148,1379.4289858278462,Logan4476_W,James4907_W,waxton_W,Cone_L,TayLew9_L,Rob533_L
Logan4476,James4907,waxton,Cone,TayLew9,Rob533,2281,188,197,1590.1298854169625,855.6068177293245,1446.8875058307929,834.233234782747,1322.4964485585967,1371.386989189299,1297.5414029923595,1176.0388908435475,0.7489182158909131,0.2510817841090869,1576.4886256546088,834.0767922635162,1433.2462460684442,851.7144859845021,1336.1426292980248,1385.0282489668211,Logan4476_L,James4907_L,waxton_L,Cone_W,TayLew9_W,Rob533_W
Rob533,AdamD,CrazyMetic,Anthony3175,TayLew9,Jtobben4143,2280,166,211,1385.454214357405,1600.704212611243,1025.7744496965663,1197.0805598225854,1308.4239152013677,1200.113816472537,1337.310958888405,1235.2060971654969,0.7147117871147854,0.2852882128852145,1371.386989189299,1586.6369874595046,1011.6736363119412,1211.2028852576216,1322.4964485585967,1214.2413307077886,Rob533_L,AdamD_L,CrazyMetic_L,Anthony3175_W,TayLew9_W,Jtobben4143_W
Rob533,AdamD,CrazyMetic,Anthony3175,TayLew9,Jtobben4143,2279,193,196,1398.6380232165889,1613.8880214543813,1038.991186288484,1183.8427341964805,1295.234902534097,1186.8709040795718,1350.5057436531513,1221.9828469367164,0.7606043563349006,0.2393956436650993,1385.454214357405,1600.704212611243,1025.7744496965663,1197.0805598225854,1308.4239152013677,1200.113816472537,Rob533_L,AdamD_L,CrazyMetic_L,Anthony3175_W,TayLew9_W,Jtobben4143_W
Anthony3175,TayLew9,AdamD,SolubleApollo,Jtobben4143,Metaljello,2278,228,128,1180.8959720659054,1292.2995042256225,1610.953834613785,1051.10831226647,1189.8188504266957,1247.51147237695,1361.383103635104,1162.8128783567054,0.8564404103164772,0.1435595896835227,1183.8427341964805,1295.234902534097,1613.8880214543813,1048.133609939123,1186.8709040795718,1244.5772811660786,Anthony3175_W,TayLew9_W,AdamD_W,SolubleApollo_L,Jtobben4143_L,Metaljello_L
Anthony3175,TayLew9,AdamD,SolubleApollo,Jtobben4143,Metaljello,2277,220,153,1177.8658922639538,1289.2816449678153,1607.9372781567924,1054.1684386852253,1192.8502037236465,1250.5280335336938,1358.3616051295205,1165.8488919808551,0.8496106265469167,0.1503893734530833,1180.8959720659054,1292.2995042256225,1610.953834613785,1051.10831226647,1189.8188504266957,1247.51147237695,Anthony3175_W,TayLew9_W,AdamD_W,SolubleApollo_L,Jtobben4143_L,Metaljello_L
TayLew9,Rob533,Eric7447,Anthony3175,Evan8738,AdamD,2276,167,164,1279.8621042280756,1389.2227359269327,954.4050373290208,1187.3253313675957,876.5775247399929,1617.352565434462,1207.8299591613431,1227.0851405140168,0.456810349365209,0.543189650634791,1289.2816449678153,1398.6380232165889,963.8264211261604,1177.8658922639538,817.7804297564751,1607.9372781567924,TayLew9_W,Rob533_W,Eric7447_W,Anthony3175_L,Evan8738_L,AdamD_L
TayLew9,Rob533,Eric7447,Anthony3175,Evan8738,AdamD,2275,176,161,1267.86210650599,1377.228406156987,942.4025836333306,1199.3784958161314,954.375782402794,1629.3468951884352,1195.8310320987691,1261.0337244691202,0.3574466203228684,0.6425533796771317,1279.8621042280756,1389.2227359269327,954.4050373290208,1187.3253313675957,876.5775247399929,1617.352565434462,TayLew9_W,Rob533_W,Eric7447_W,Anthony3175_L,Evan8738_L,AdamD_L
TayLew9,Rob533,Eric7447,Anthony3175,Evan8738,AdamD,2274,151,152,1274.7842248103193,1384.1471045329286,949.3261838227644,1192.4242977777865,907.7523166857404,1622.428196822131,1202.7525043886708,1240.8682704285527,0.4151219019782456,0.5848780980217544,1267.86210650599,1377.228406156987,942.4025836333306,1199.3784958161314,954.375782402794,1629.3468951884352,TayLew9_L,Rob533_L,Eric7447_L,Anthony3175_W,Evan8738_W,AdamD_W
Maxford10,Logan4476,Puzzle,TayLew9,Dak346,Hayter1023,2273,174,221,1026.72864928554,1595.2876255060676,981.7299772197766,1269.623817888851,1191.2151775464677,1489.1738645698565,1201.2487506704613,1316.6709533350584,0.2615048145985009,0.738495185401499,1021.5681196207946,1590.1298854169625,976.5709390044726,1274.7842248103193,1196.3730319302365,1494.3316051308595,Maxford10_L,Logan4476_L,Puzzle_L,TayLew9_W,Dak346_W,Hayter1023_W
Maxford10,Logan4476,Puzzle,TayLew9,Dak346,Hayter1023,2272,157,179,1032.0647255849217,1600.6206846511973,987.0644403945817,1264.2878743463646,1185.8819947823097,1483.84080491433,1206.5832835435667,1311.336891347668,0.2804554609980164,0.7195445390019836,1026.72864928554,1595.2876255060676,981.7299772197766,1269.623817888851,1191.2151775464677,1489.1738645698565,Maxford10_L,Logan4476_L,Puzzle_L,TayLew9_W,Dak346_W,Hayter1023_W
Logan4476,TayLew9,Mongoose2811,Dak346,Brennan4476,Hayter1023,2271,174,195,1605.3089600584829,1268.9788021243987,1006.7631477869492,1181.1936057001542,1592.3072352361055,1479.152529037705,1293.68363665661,1417.551123324655,0.2471030765885041,0.7528969234114959,1600.6206846511973,1264.2878743463646,1002.0614706290112,1185.8819947823097,1596.9955635418758,1483.84080491433,Logan4476_L,TayLew9_L,Mongoose2811_L,Dak346_W,Brennan4476_W,Hayter1023_W
Logan4476,TayLew9,Mongoose2811,Dak346,Brennan4476,Hayter1023,2270,208,208,1601.0382578232563,1264.705572554059,1002.4796755741396,1185.464416251494,1596.5779878761246,1483.4232317201456,1289.4078353171517,1421.8218786159214,0.2330811102984587,0.7669188897015413,1605.3089600584829,1268.9788021243987,1006.7631477869492,1181.1936057001542,1592.3072352361055,1479.152529037705,Logan4476_L,TayLew9_L,Mongoose2811_L,Dak346_W,Brennan4476_W,Hayter1023_W
Logan4476,TayLew9,Mongoose2811,Dak346,Brennan4476,Hayter1023,2269,183,239,1605.998894647507,1269.669280120789,1007.4558280743356,1180.5036478218665,1591.6172898094462,1478.4625943525243,1294.3746676142107,1416.8611773279456,0.2494212003208455,0.7505787996791545,1601.0382578232563,1264.705572554059,1002.4796755741396,1185.464416251494,1596.5779878761246,1483.4232317201456,Logan4476_L,TayLew9_L,Mongoose2811_L,Dak346_W,Brennan4476_W,Hayter1023_W
Maxford10,Brennan4476,Hayter1023,Logan4476,TayLew9,Dak346,2268,178,174,1023.19008117441,1582.7477796307494,1469.5931976960717,1614.868290287723,1278.5444188086224,1189.373289596674,1358.5103528337438,1360.928666231007,0.4945623507382135,0.5054376492617865,1032.0647255849217,1591.6172898094462,1478.4625943525243,1605.998894647507,1269.669280120789,1180.5036478218665,Maxford10_W,Brennan4476_W,Hayter1023_W,Logan4476_L,TayLew9_L,Dak346_L
Maxford10,Brennan4476,Hayter1023,Logan4476,TayLew9,Dak346,2267,214,184,1012.5037153967536,1572.0678805893874,1458.913441639764,1625.5480450640466,1289.231407145059,1200.0533543877286,1347.8283458753017,1371.610935532278,0.4467250276005666,0.5532749723994335,1023.19008117441,1582.7477796307494,1469.5931976960717,1614.868290287723,1278.5444188086224,1189.373289596674,Maxford10_W,Brennan4476_W,Hayter1023_W,Logan4476_L,TayLew9_L,Dak346_L
Maxford10,Brennan4476,Hayter1023,Logan4476,TayLew9,Dak346,2266,211,213,1020.7582475146922,1580.3171878114856,1467.1626333349595,1617.2988544030334,1280.9763720214876,1191.803913245699,1356.0793562203792,1363.3597132234063,0.4836351036732768,0.5163648963267232,1012.5037153967536,1572.0678805893874,1458.913441639764,1625.5480450640466,1289.231407145059,1200.0533543877286,Maxford10_L,Brennan4476_L,Hayter1023_L,Logan4476_W,TayLew9_W,Dak346_W
Logan4476,Javon,Brennan4476,TayLew9,Dak346,Mongoose2811,2265,206,205,1615.128188743929,926.8174620870624,1578.1464900691872,1283.1486463566562,1193.974647849178,1009.633595536559,1373.3640469667262,1162.2522965807975,0.869760060453816,0.1302399395461839,1617.2988544030334,928.9889107967152,1580.3171878114856,1280.9763720214876,1191.803913245699,1007.4558280743356,Logan4476_W,Javon_W,Brennan4476_W,TayLew9_L,Dak346_L,Mongoose2811_L
Logan4476,Javon,Brennan4476,TayLew9,Dak346,Mongoose2811,2264,194,174,1612.5622291690313,924.2505342586152,1575.5804908229468,1285.7165950832275,1196.5406926748112,1012.2083365957302,1370.7977514168645,1164.8218747845897,0.8644372946022257,0.1355627053977742,1615.128188743929,926.8174620870624,1578.1464900691872,1283.1486463566562,1193.974647849178,1009.633595536559,Logan4476_W,Javon_W,Brennan4476_W,TayLew9_L,Dak346_L,Mongoose2811_L
Javon,Dak346,Hayter1023,Maxford10,Brennan4476,Mongoose2811,2263,177,180,933.3635157856947,1205.6503951838629,1476.2720204612365,1011.6426916575576,1566.4709575723043,1003.0663407506828,1205.0953104769312,1193.7266633268482,0.5255414960588158,0.4744585039411841,924.2505342586152,1196.5406926748112,1467.1626333349595,1020.7582475146922,1575.5804908229468,1012.2083365957302,Javon_L,Dak346_L,Hayter1023_L,Maxford10_W,Brennan4476_W,Mongoose2811_W
Javon,Dak346,Hayter1023,Maxford10,Brennan4476,Mongoose2811,2262,166,199,944.5220389212016,1216.8047185584187,1487.4259398940487,1000.480871324308,1555.3168509836426,991.8706561239712,1216.250899124556,1182.556126143974,0.5751920318896501,0.4248079681103499,933.3635157856947,1205.6503951838629,1476.2720204612365,1011.6426916575576,1566.4709575723043,1003.0663407506828,Javon_L,Dak346_L,Hayter1023_L,Maxford10_W,Brennan4476_W,Mongoose2811_W
Javon,Dak346,Hayter1023,Maxford10,Brennan4476,Mongoose2811,2261,180,166,935.9029143449184,1208.1889872268898,1478.8105349318585,1009.1026599091088,1563.9324071605358,1000.5198057508646,1207.6341455012223,1191.1849576068364,0.5369206202065644,0.4630793797934356,944.5220389212016,1216.8047185584187,1487.4259398940487,1000.480871324308,1555.3168509836426,991.8706561239712,Javon_W,Dak346_W,Hayter1023_W,Maxford10_L,Brennan4476_L,Mongoose2811_L
Eliot112,TayLew9,Hayter1023,Logan4476,Dak346,Trevor5632,2260,185,216,850.1930200572888,1293.2300016811846,1486.3178550667344,1605.0549101609388,1200.681369609794,975.57210809682,1209.913625601736,1260.4361292891842,0.3883096038666209,0.611690396133379,841.657017377408,1285.7165950832275,1478.8105349318585,1612.5622291690313,1208.1889872268898,983.6525269883672,Eliot112_L,TayLew9_L,Hayter1023_L,Logan4476_W,Dak346_W,Trevor5632_W
Eliot112,TayLew9,Hayter1023,Logan4476,Dak346,Trevor5632,2259,168,210,859.7461907926196,1301.5926506752633,1494.6734181089369,1596.6993484305544,1192.3254602343163,966.5493348611086,1218.6707531922732,1251.858047841993,0.4259236671744341,0.5740763328255659,850.1930200572888,1293.2300016811846,1486.3178550667344,1605.0549101609388,1200.681369609794,975.57210809682,Eliot112_L,TayLew9_L,Hayter1023_L,Logan4476_W,Dak346_W,Trevor5632_W
Eliot112,TayLew9,Hayter1023,Logan4476,Dak346,Trevor5632,2258,193,174,846.1303899046275,1289.7415736854073,1482.832844706024,1608.5399198889445,1204.1665470109765,979.3789215115468,1206.234936098686,1264.0284628038223,0.3728937829349545,0.6271062170650454,859.7461907926196,1301.5926506752633,1494.6734181089369,1596.6993484305544,1192.3254602343163,966.5493348611086,Eliot112_W,TayLew9_W,Hayter1023_W,Logan4476_L,Dak346_L,Trevor5632_L
Eliot112,TayLew9,Dak346,Logan4476,FUNTyler,Trevor5632,2257,173,174,856.3333185151056,1298.5695029315432,1212.9866922990614,1599.720176115393,759.3997033348492,969.7885782907804,1122.6298379152367,1109.636152580341,0.5291846264126927,0.4708153735873073,846.1303899046275,1289.7415736854073,1204.1665470109765,1608.5399198889445,770.8164603899609,979.3789215115468,Eliot112_L,TayLew9_L,Dak346_L,Logan4476_W,FUNTyler_W,Trevor5632_W
Eliot112,TayLew9,Dak346,Logan4476,FUNTyler,Trevor5632,2256,179,191,868.8293740787242,1309.3149395922194,1223.7222185958085,1588.985161018107,745.3582281330761,958.0724529516452,1133.955510755584,1097.4719473676091,0.5813092791942994,0.4186907208057006,856.3333185151056,1298.5695029315432,1212.9866922990614,1599.720176115393,759.3997033348492,969.7885782907804,Eliot112_L,TayLew9_L,Dak346_L,Logan4476_W,FUNTyler_W,Trevor5632_W
Logan4476,TayLew9,Eliot112,FUNTyler,Dak346,Trevor5632,2255,172,169,1587.660793312716,1307.9892270139917,867.2777491567981,747.1092850226714,1225.046652270022,959.5234301171477,1254.309256494502,977.2264558032804,0.923594170842899,0.076405829157101,1588.985161018107,1309.3149395922194,868.8293740787242,745.3582281330761,1223.7222185958085,958.0724529516452,Logan4476_W,TayLew9_W,Eliot112_W,FUNTyler_L,Dak346_L,Trevor5632_L
Logan4476,TayLew9,Eliot112,FUNTyler,Dak346,Trevor5632,2254,165,176,1605.0326379819764,1325.379524429202,887.767747131592,723.8829187217232,1207.673902455015,940.4144009809764,1272.7266365142568,957.3237407192382,0.9446366658351838,0.0553633341648162,1587.660793312716,1307.9892270139917,867.2777491567981,747.1092850226714,1225.046652270022,959.5234301171477,Logan4476_L,TayLew9_L,Eliot112_L,FUNTyler_W,Dak346_W,Trevor5632_W
Logan4476,TayLew9,Eliot112,FUNTyler,Dak346,Trevor5632,2253,184,140,1603.921127410612,1324.2667788460926,886.4475437203885,725.3862627359938,1208.785473606286,941.6421784334722,1271.5451499923645,958.604638258584,0.9434669007878398,0.0565330992121602,1605.0326379819764,1325.379524429202,887.767747131592,723.8829187217232,1207.673902455015,940.4144009809764,Logan4476_W,TayLew9_W,Eliot112_W,FUNTyler_L,Dak346_L,Trevor5632_L
FUNTyler,Dak346,Trevor5632,Logan4476,TayLew9,Eliot112,2252,138,196,726.9616493071187,1209.9365077965278,942.919082547988,1602.7701588380537,1323.1144725592003,885.0705275783762,959.9390798838782,1270.31838632521,0.0577744363503745,0.9422255636496254,725.3862627359938,1208.785473606286,941.6421784334722,1603.921127410612,1324.2667788460926,886.4475437203885,FUNTyler_L,Dak346_L,Trevor5632_L,Logan4476_W,TayLew9_W,Eliot112_W
FUNTyler,Dak346,Trevor5632,Logan4476,TayLew9,Eliot112,2251,148,172,728.5234272758091,1211.0636261968234,944.1751281545947,1601.6431076492431,1321.986051164021,883.7119383014069,961.2540605424092,1269.1136990382238,0.0590205722306698,0.94097942776933,726.9616493071187,1209.9365077965278,942.919082547988,1602.7701588380537,1323.1144725592003,885.0705275783762,FUNTyler_L,Dak346_L,Trevor5632_L,Logan4476_W,TayLew9_W,Eliot112_W
Logan4476,FUNTyler,Dak346,Eliot112,TayLew9,Trevor5632,2250,182,165,1596.8713695932945,721.8264186461112,1206.291590481974,889.509087002538,1326.7638574405726,949.5181426265732,1174.9964595737931,1055.2636956898946,0.7459131650669959,0.2540868349330041,1601.6431076492431,728.5234272758091,1211.0636261968234,883.7119383014069,1321.986051164021,944.1751281545947,Logan4476_W,FUNTyler_W,Dak346_W,Eliot112_L,TayLew9_L,Trevor5632_L
Logan4476,FUNTyler,Dak346,Eliot112,TayLew9,Trevor5632,2249,202,191,1591.833238685356,714.6619754413633,1201.2531308328244,895.6797045821469,1331.8086902283728,955.187204108553,1169.249448319848,1060.8918663063575,0.7260392736911359,0.2739607263088641,1596.8713695932945,721.8264186461112,1206.291590481974,889.509087002538,1326.7638574405726,949.5181426265732,Logan4476_W,FUNTyler_W,Dak346_W,Eliot112_L,TayLew9_L,Trevor5632_L
Dak346,Eric7447,Josh3128,Logan4476,FUNTyler,waxton,2248,160,189,1206.565045342388,954.6416721792308,1251.6014898419028,1586.5216867096428,707.0055389235517,1441.5759538550851,1137.6027357878404,1245.03439316276,0.2756203728384311,0.7243796271615688,1201.2531308328244,949.3261838227644,1246.289661112123,1591.833238685356,714.6619754413633,1446.8875058307929,Dak346_L,Eric7447_L,Josh3128_L,Logan4476_W,FUNTyler_W,waxton_W
Dak346,Eric7447,Josh3128,Logan4476,FUNTyler,waxton,2247,157,199,1212.4285381931718,960.5092915345632,1257.464883647966,1580.658612454737,698.4349685189101,1435.7128796001862,1143.4675711252337,1238.2688201912777,0.2988694438679513,0.7011305561320487,1206.565045342388,954.6416721792308,1251.6014898419028,1586.5216867096428,707.0055389235517,1441.5759538550851,Dak346_L,Eric7447_L,Josh3128_L,Logan4476_W,FUNTyler_W,waxton_W
FUNTyler,Rob533,Eric7447,Logan4476,waxton,Josh3128,2246,144,197,699.1583927604321,1384.6349020808127,960.9974846305876,1580.170814907563,1435.2250820530128,1256.977058291045,1014.9302598239442,1424.124318417207,0.0245907943932553,0.9754092056067446,698.4349685189101,1384.1471045329286,960.5092915345632,1580.658612454737,1435.7128796001862,1257.464883647966,FUNTyler_L,Rob533_L,Eric7447_L,Logan4476_W,waxton_W,Josh3128_W
FUNTyler,Rob533,Eric7447,Logan4476,waxton,Josh3128,2245,153,209,699.9015339372618,1385.1285935786264,961.4915948812812,1579.677123410501,1434.7313905559515,1256.4833373527838,1015.5072407990564,1423.6306171064125,0.0248228463699061,0.975177153630094,699.1583927604321,1384.6349020808127,960.9974846305876,1580.170814907563,1435.2250820530128,1256.977058291045,FUNTyler_L,Rob533_L,Eric7447_L,Logan4476_W,waxton_W,Josh3128_W
waxton,AdamD,Josh3128,Logan4476,Rob533,Eric7447,2244,186,148,1429.751401870295,1617.4482081364745,1251.5030380176404,1584.6571120961637,1390.1085822722223,966.476002055358,1432.9008826748031,1313.747232141248,0.7449246907159311,0.2550753092840688,1434.7313905559515,1622.428196822131,1256.4833373527838,1579.677123410501,1385.1285935786264,961.4915948812812,waxton_W,AdamD_W,Josh3128_W,Logan4476_L,Rob533_L,Eric7447_L
waxton,AdamD,Josh3128,Logan4476,Rob533,Eric7447,2243,203,178,1424.5209453984892,1612.2177516646686,1246.2722402552542,1589.8875685679764,1395.339038752751,971.7113128357682,1427.6703124394708,1318.9793067188318,0.7266353831244718,0.2733646168755281,1429.751401870295,1617.4482081364745,1251.5030380176404,1584.6571120961637,1390.1085822722223,966.476002055358,waxton_W,AdamD_W,Josh3128_W,Logan4476_L,Rob533_L,Eric7447_L
Luis1771,waxton,AdamD,Logan4476,FUNTyler,Eric7447,2242,174,167,1086.5572299427386,1423.2322248569546,1610.929031123134,1591.1762891095127,701.8713820800352,973.001284468494,1373.5728286409424,1088.6829852193475,0.9284044143591887,0.0715955856408112,1089.2452390361152,1424.5209453984892,1612.2177516646686,1589.8875685679764,699.9015339372618,971.7113128357682,Luis1771_W,waxton_W,AdamD_W,Logan4476_L,FUNTyler_L,Eric7447_L
