1,2,3,4,5,6,Match,rScore,bScore,iElo1,iElo2,iElo3,iElo4,iElo5,iElo6,rElo,bElo,rOdds,bOdds,fElo1,fElo2,fElo3,fElo4,fElo5,fElo6,status1,status2,status3,status4,status5,status6
Cone,C4678,gerog,Inbar,Campil7576,Mongoose2811,3606,189,173,1052.1066088883197,1334.1954499518658,1455.2592156278258,803.7047237095,990.2979425569108,1092.1113846763983,1280.5204248226703,962.0380169809364,0.9460675392684595,0.0539324607315404,1053.11650157803,1335.2078562191527,1456.269099751417,802.6924284241248,989.288005946575,1091.10150061146,Cone_W,C4678_W,gerog_W,Inbar_L,Campil7576_L,Mongoose2811_L
Cone,Matthew422,Campil7576,Inbar,C4678,gerog,3605,159,193,1058.229141453896,1261.4269205153005,996.4207536490655,797.5669548684086,1328.0569773090442,1449.136737385063,1105.3589385394207,1191.586889854172,0.3152743615087551,0.6847256384912448,1052.1066088883197,1242.2483843129885,990.2979425569108,803.7047237095,1334.1954499518658,1455.2592156278258,Cone_L,Matthew422_L,Campil7576_L,Inbar_W,C4678_W,gerog_W
Cone,Matthew422,Campil7576,Inbar,C4678,gerog,3604,145,160,1064.78528849691,1282.6071992428988,1002.9772126718764,790.993741554144,1321.4829756609622,1442.5806511894568,1116.7899001372282,1185.019122801521,0.3512188529404341,0.6487811470595659,1058.229141453896,1261.4269205153005,996.4207536490655,797.5669548684086,1328.0569773090442,1449.136737385063,Cone_L,Matthew422_L,Campil7576_L,Inbar_W,C4678_W,gerog_W
Evan8738,Campil7576,gerog,Cone,Inbar,C4678,3603,163,121,730.4917749261064,992.37115877397,1431.9752281520837,1075.39081449412,801.6281453715587,1332.1187134172264,1051.612720617387,1069.7125577609684,0.4593900278887614,0.5406099721112385,741.8045655059461,1002.9772126718764,1442.5806511894568,1064.78528849691,790.993741554144,1321.4829756609622,Evan8738_W,Campil7576_W,gerog_W,Cone_L,Inbar_L,C4678_L
Evan8738,Campil7576,gerog,Cone,Inbar,C4678,3602,167,147,718.5328954094313,981.191521939358,1420.7962868996683,1086.569869269296,812.8390406194934,1343.3310794563529,1040.1735680828194,1080.913329781714,0.4094032904644554,0.5905967095355446,730.4917749261064,992.37115877397,1431.9752281520837,1075.39081449412,801.6281453715587,1332.1187134172264,Evan8738_W,Campil7576_W,gerog_W,Cone_L,Inbar_L,C4678_L
Evan8738,Campil7576,gerog,Cone,Inbar,C4678,3601,133,151,727.5639880368508,989.6089044558572,1429.2131215947547,1078.1529451668048,804.3970398361191,1334.8879203182755,1048.7953380291542,1072.4793017737331,0.446944292221975,0.5530557077780249,718.5328954094313,981.191521939358,1420.7962868996683,1086.569869269296,812.8390406194934,1343.3310794563529,Evan8738_L,Campil7576_L,gerog_L,Cone_W,Inbar_W,C4678_W
Cone,Matthew422,C4678,mynamesjeff,Inbar,gerog,3600,155,179,1091.4988531480894,1327.0925532681897,1348.277341255019,1279.161663902295,791.0095401255326,1415.867361902975,1255.6229158904328,1162.0128553102677,0.6988806243874212,0.3011193756125788,1078.1529451668048,1282.6071992428988,1334.8879203182755,1292.5074213014825,804.3970398361191,1429.2131215947547,Cone_L,Matthew422_L,C4678_L,mynamesjeff_W,Inbar_W,gerog_W
Cone,Matthew422,C4678,mynamesjeff,Inbar,gerog,3599,169,161,1085.442672932325,1306.2553754690252,1342.2005066933625,1285.2177726410778,797.0854627365031,1421.9234717299853,1244.6328516982376,1168.075569035855,0.6656537289783417,0.3343462710216582,1091.4988531480894,1327.0925532681897,1348.277341255019,1279.161663902295,791.0095401255326,1415.867361902975,Cone_W,Matthew422_W,C4678_W,mynamesjeff_L,Inbar_L,gerog_L
Cone,Matthew422,C4678,mynamesjeff,Inbar,gerog,3598,141,183,1100.0230171607218,1358.059023976446,1356.8328652054695,1270.6376084147023,782.4554008094325,1407.343304763103,1271.6383021142126,1153.478771329079,0.7432219658819978,0.2567780341180021,1085.442672932325,1306.2553754690252,1342.2005066933625,1285.2177726410778,797.0854627365031,1421.9234717299853,Cone_L,Matthew422_L,C4678_L,mynamesjeff_W,Inbar_W,gerog_W
TREvan10695,C4678,Puzzle,Evan8738,Inbar,gerog,3597,193,172,902.244391987973,1350.676541581116,929.7472470239748,734.1655580508468,788.6107138768921,1413.4766627558788,1060.8893935310214,978.7509782278726,0.6767315910029099,0.3232684089970901,908.3777583305332,1356.8328652054695,935.8806065215056,727.5639880368508,782.4554008094325,1407.343304763103,TREvan10695_W,C4678_W,Puzzle_W,Evan8738_L,Inbar_L,gerog_L
